specialization;upper_place;place;address;availability
Medycyna rodzinna;"Citymed spółka z ograniczoną odpowiedzialnością spółka
komandytowa";"Citymed spółka z ograniczoną
odpowiedzialnością spółka
komandytowa";"ul. Jana III Sobieskiego 18 02-957
Warszawa";2
Medycyna rodzinna;"Poradnia Medycyny Rodzinnej ""REVITA"" Spółka z
Ograniczoną Odpowiedzialnością";Poradnia lekarza POZ;"ul. Bohaterów Warszawy 2 07-100
Węgrów";0
Medycyna rodzinna;"""ZDROWIE"" SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";"Niepubliczny Zakład Opieki
Zdrowotnej Przychodnia Lekarska
""ZDROWIE"" w Pionkach, Poradnia
lekarza POZ";ul. Aleje Lipowe 12 26-670 Pionki;0
Medycyna rodzinna;"Lecznica Ursus Przychodnie Spółka z ograniczoną
odpowiedzialnoscią";"Lecznica Ursus Przychodnie
Niepubliczny Zakład Opieki
Zdrowotnej";"ul. Dzieci Warszawy 11 02-495
Warszawa";1
Medycyna rodzinna;"Samodzielny Publiczny Zakład Opieki Zdrowotnej w
Warce";"Przychodnia Zdrowia, Poradnia
lekarza POZ";"ul. ul. Piotra Wysockiego 12 05-660
Warka";2
Medycyna rodzinna;"Centrum Medyczne Platany spółka z ograniczoną
odpowiedzialnością spółka komandytowa";"Poradnia lekarza rodzinnego dla
dorosłych wraz z wizytami
domowymi";ul. Ryżowa 44 02-495 Warszawa;0
Medycyna rodzinna;"ARS MEDICA NZOZ ANDRZEJCZAK I ZAPART-BĄK SPÓŁKA
PARTNERSKA LEKARZY";"Poradnia lekarza podstawowej
opieki zdrowotnej";ul. Reymonta 11 09-317 Lutocin;2
Medycyna rodzinna;"Niepubliczny Zakład Opieki Zdrowotnej ""PULS"" Spółka z
ograniczoną odpowiedzialnością";Poradnia lekarza POZ;"ul. Świętokrzyska 35 26-400
Przysucha";1
Medycyna rodzinna;"Samodzielny Publiczny Zakład Opieki Zdrowotnej w
Pniewach";Poradnia lekarza POZ;ul. . 2A 05-652 Pniewy;0
Medycyna rodzinna;"SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ
W STAREJ BŁOTNICY";Poradnia lekarza POZ;"ul. STARA BŁOTNICA 9 26-806 STARA
BŁOTNICA";0
Medycyna rodzinna;"NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""BASIS"" S.C.
MAGDALENA BIJAK- PERKA, DARIUSZ PERKA";Poradnia lekarza POZ;"ul. Błońska 46/48 05-807 Podkowa
Leśna";1
Medycyna rodzinna;"SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ
W NASIELSK";Poradnia lekarza POZ;ul. SPORTOWA 2 05-190 NASIELSK;0
Medycyna rodzinna;"Mazowiecki Szpital Wojewódzki im. św. Jana Pawła II w
Siedlcach Spółka z ograniczoną odpowiedzialnością";"Przychodnia Podstawowej Opieki
Zdrowotnej Omega";"ul. ul. Księcia Józefa Poniatowskiego
26 08-110 Siedlce";2
Medycyna rodzinna;Lekarze CICHOWSKI-POBOŻY Spółka Partnerska;"Niepubliczny Zakład Opieki
Zdrowotnej w Maciejowicach
Gabinet lekarza POZ";"ul. Piramowicza 5 08-480
Maciejowice";0
Medycyna rodzinna;"Samodzielny Publiczny Zakład Opieki Zdrowotnej
Warszawa Wola - Śródmieście";"Poradnia lekarza podstawowej
opieki zdrowotnej";ul. Elekcyjna 54 01-123 Warszawa;0
Medycyna rodzinna;Maria Urszula Lewandowska;"Niepubliczny Zakład Opieki
Zdrowotnej ""NASZA
PRZYCHODNIA"", Poradnia
(Gabinet) Lekarza Podstawowej
Opieki Zdrowotnej.";ul. Sierpecka 10 09-227 Gójsk;0
Medycyna rodzinna;"Niepubliczny Zakład Opieki Zdrowotnej ""MEDIKON""
Dariusz Konecki";Poradnia Lekarza POZ;"ul. Sadowa 22 05-825 Grodzisk
Mazowiecki";2
Medycyna rodzinna;"Samodzielny Zespół Publicznych Zakładów Lecznictwa
Otwartego Warszawa Praga Południe";"Poradnia (gabinet) lekarza
podstawowej opieki zdrowotnej";"ul. Grochowska 339 03-822
Warszawa";0
Medycyna rodzinna;"CENTRUM MEDYCZNE IM. BITWY WARSZAWSKIEJ 1920
R. W RADZYMINIE - SAMODZIELNY PUBLICZNY ZESPÓŁ
ZAKŁADÓW OPIEKI ZDROWOTNEJ";Poradnia lekarza POZ;"ul. Konstytucji 3 Maja 17 05-250
RADZYMIN";0
Medycyna rodzinna;"ZDROWA_RODZINA SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";Poradnia lekarza POZ;"ul. gen. Tadeusza Pełczyńskiego
22J/U5 01-471 Warszawa";0
Medycyna rodzinna;"Centrum Medyczne ZANMED spółka z ograniczoną
odpowiedzialnością spółka komandytowa";"Poradnia lekarza POZ, dorośli i
dzieci";"ul. Józefa Piłsudskiego 33 05-074
Halinów";1
Medycyna rodzinna;Wiesława Grzyb;"Przychodnia Lekarska ""DOKTOR
W. GRZYB"", Poradnia lekarza
rodzinnego";ul. Kościuszki 15 07-420 Kadzidło;1
Medycyna rodzinna;"Niepubliczny Zakład Opieki Zdrowotnej Przychodnia
Lekarska ""CENTRUM"" A. Wilkowski, J.B. Sobstyl Spółka
Jawna";Gabinet Lekarza POZ;"ul. rtm. Witolda Pileckiego 14 07-410
Ostrołęka";0
Medycyna rodzinna;PRZYCHODNIA LEKARZA RODZINNEGO SYLWIA FIGURA-MIROŃSKA;Poradnia lekarza POZ;"ul. Aleja Wojska Polskiego 26 07-401
Ostrołęka";0
Medycyna rodzinna;"SAMODZIELNY ZESPÓŁ PUBLICZNYCH ZAKŁADÓW
LECZNICTWA OTWARTEGO WARSZAWA-WAWER";Poradnia Lekarza POZ;"ul. JÓZEFA STRUSIA 4/8 04-564
WARSZAWA";0
Medycyna rodzinna;SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ;Poradnia lekarza POZ;ul. św. Maksymiliana Kolbego 13 09-460 Mała Wieś;0
Medycyna rodzinna;"Samodzielny Publiczny Zakład Opieki Zdrowotnej
""BELMED""";"Poradnia lekarza POZ (dorośli i
dzieci)";ul. Szkolna 4 05-622 Belsk Duży;1
Medycyna rodzinna;"SAMORZĄDOWY PUBLICZNY ZAKŁAD OPIEKI
ZDROWOTNEJ W BIAŁOBRZEGACH SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"PODSTAWOWA OPIEKA
ZDROWOTNA";ul. Spacerowa 10 26-800 Białobrzegi;0
Medycyna rodzinna;LUX MED Spółka z ograniczoną odpowiedzialnością;"Poradnia lekarza POZ (Centrum
Medyczne Medycyna Rodzinna ul.
Belgradzka 18, 02-793 Warszawa)";ul. Belgradzka 18 02-793 Warszawa;0
Medycyna rodzinna;"„Centrum Medyczne Puławska” Spółka z ograniczoną
odpowiedzialnością";"Centrum Medyczne Puławska Sp.
z o.o. Niepubliczny Zakład Opieki
Zdrowotnej Oddział w Warszawie-Elbląska, Poradnia lekarza
rodzinnego.";ul. Elbląska 14 01-737 Warszawa;2
Medycyna rodzinna;Dorota Brogosz-Kuc i Krzysztof Kuc spółka cywilna;Poradnia Lekarza POZ;ul. Lipińska 99 05-200 Wołomin;0
Medycyna rodzinna;"NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""MEDICUS""
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Gabinet lekarza POZ;"ul. REYMONTA 36 A 08-430
ŻELECHÓW";1
Medycyna rodzinna;"GRUPA ZDROWIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";"GRUPA ZDROWIE Dzierzążnia (filia
zakładu), poradnia
(gabinet)lekarza POZ";ul. Dzierzążnia 58 09-164 Dzierzążnia;1
Medycyna rodzinna;"""RES-MED 40"" SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";Gabinet Lekarza POZ;ul. Ludowa 7 05-816 Michałowice;0
Medycyna rodzinna;"NEUCA MED SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";"ŚWIAT ZDROWIA GOSTYNIN
CENTRUM MEDYCZNE MEDICUS";"ul. WOJSKA POLSKIEGO 35 09-500
GOSTYNIN";1
Medycyna rodzinna;"NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ - ""MÓJ
LEKARZ"" IZABELA KOŚCIUCZYK";"Poradnia lekarza POZ ( dorośli i
dzieci )";ul. ul. Stefana Żeromskiego 39 A 96-500 Sochaczew;1
Medycyna rodzinna;"SAMODZIELNY PUBLICZNY GMINNY ZAKŁAD OPIEKI
ZDROWOTNEJ W NADARZYNIE";"Poradnia lekarza podstawowej
opieki zdrowotnej";ul. Sitarskich 3 05-830 Nadarzyn;0
Medycyna rodzinna;"„Centrum Medyczne Puławska” Spółka z ograniczoną
odpowiedzialnością";"Centrum Medyczne Puławska Sp.
z o.o. Niepubliczny Zakład Opieki
Zdrowotnej Oddział w
Łomiankach, Poradnia Lekarza
POZ";ul. Warszawska 55 05-092 Łomianki;3
Medycyna rodzinna;MEDART ALICJA ZIELIŃSKA SPÓŁKA KOMANDYTOWA;"Poradnia (gabinet) lekarza
podstawowej opieki zdrowotnej";"ul. Trakt Brzeski 57B/3 05-077
Warszawa";1
Medycyna rodzinna;"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Ostrowi Mazowieckiej";"Powiatowa Przychodnia Zdrowia,
Gabinet Lekarza Podstawowej
Opieki Zdrowotnej";"ul. Stefana Okrzei 8 07-300 Ostrów
Mazowiecka";1
Medycyna rodzinna;PULS Spółka z ograniczoną odpowiedzialnością;"Poradnia (gabinet)lekarza
podstawowej opieki zdrowotnej";ul. Willowa 12 05-320 Mrozy;0
Medycyna rodzinna;"Wojciech Kocoń Niepubliczny Zakład Opieki Zdrowotnej
Lecznica Medea";"Poradnia (gabinet) lekarza POZ
(dorośli i dzieci)";"ul. Kleczewska 41/1 01-826
Warszawa";0
Medycyna rodzinna;"""MARVIT"" SPÓŁKA CYWILNA MARYLA WASZCZUK,
ANDRZEJ WASZCZUK";Poradnia lekarza rodzinnego;ul. Kościelna 38 05-200 Wołomin;0
Medycyna rodzinna;Przychodnia Rodzinna Hanna Kowalczyk;Poradnia ( Gabinet ) lekarza POZ;ul. Browarna 1 08-124 Niwiski;0
Medycyna rodzinna;"Samodzielny Publiczny Zakład Opieki Zdrowotnej w
Goszczynie";Gabinet lekarza POZ;ul. Bądkowska 1 05-610 Goszczyn;1
Medycyna rodzinna;"GRUPA ZDROWIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";"GRUPA ZDROWIE Sypniewo (filia
zakładu), Poradnia (gabinet)
Lekarza POZ";"ul. Wincentego Witosa 2 06-216
Sypniewo";2
Medycyna rodzinna;"""CENTRUM MEDYCZNO-DIAGNOSTYCZNE"" SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Przychodnia Zdrowia Centrum
Dąbrówka, Poradnia (gabinet)
lekarza podstawowej opieki
zdrowotnej";"ul. Dąbrówki 52 05-300 Mińsk
Mazowiecki";6
Medycyna rodzinna;"SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ
W SEROCKU";"Poradnia podstawowej opieki
zdrowotnej";"ul. Antoniego i Apoloniusza
Kędzierskich 2 05-140 Serock";0
Medycyna rodzinna;"STASIAK BARANOWSKI JAKUBOWSKA-JANKOWSKA
LEKARZE SPÓŁKA PARTNERSKA";"Niepubliczny Zakład Opieki
Zdrowotnej ""Med-Lux"", poradnia
(gabinet) lekarza podstawowej
opieki zdrowotnej";"ul. Henryka Sienkiewicza 9 09-200
Sierpc";1
Medycyna rodzinna;"MTL Centrum Medyczne Puławska Spółka z ograniczoną
odpowiedzialnością Spółka Komandytowa";Poradnia Lekarza POZ;"ul. Aleja Rzeczypospolitej 1 02-972
Warszawa";1
Medycyna rodzinna;"NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""ESKULAP""
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
SPÓŁKA KOMANDYTOWA";Gabinet Lekarza POZ;"ul. MIKOŁAJA KOPERNIKA 3 06-408
KRASNE";2
Medycyna rodzinna;"IZABELA ZAWADA-DRYNKOWSKA NIEPUBLICZNY ZAKŁAD
OPIEKI ZDROWOTNEJ medicor CENTRUM ZDROWIA";Poradnia lekarza POZ;ul. Stołeczna 145 05-083 Feliksów;1
Medycyna rodzinna;"NEUCA MED SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";PORADNIA LEKARZA POZ;"ul. MSZCZONOWSKA 35 05-600
GRÓJEC";2
Medycyna rodzinna;Neuca Med spółka z ograniczoną odpowiedzialnością;Poradnia Lekarza POZ;ul. Wojciecha Chrzanowskiego 8a 04-392 Warszawa;0
Medycyna rodzinna;"""BETA-MED"" SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";Poradnia lekarza POZ;"ul. ks. Ignacego Skorupki 71 05-091
Ząbki";0
Medycyna rodzinna;"Samodzielny Publiczny Zakład Opieki Zdrowotnej
Warszawa Wola - Śródmieście";"Poradnia lekarza podstawowej
opieki zdrowotnej";ul. Grzybowska 34 00-863 Warszawa;0
Medycyna rodzinna;"MIEJSKI SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI
ZDROWOTNEJ W KOBYŁCE";"Poradnia lekarza POZ (dla
dorosłych i dzieci)";ul. gen. Franciszka Żymirskiego 2 05-230 Kobyłka;0
Medycyna rodzinna;"Samodzielny Publiczny Zakład Opieki Zdrowotnej w
Pilawie";Poradnia lekarza POZ;"ul. Wojska Polskiego 16 08-440
Pilawa";2
Medycyna rodzinna;"Centrum Medyczne Nieporęt Spółka z ograniczoną
odpowiedzialnością";"Poradnia Lekarza Podstawowej
Opieki Zdrowotnej";ul. Podleśna 4 05-126 Nieporęt;1
Medycyna rodzinna;"""CENTRUM MEDYCZNE JÓZEFÓW"" SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Poradnia lekarza podstawowej
opieki zdrowotnej";"ul. Armii Krajowej 5/21 05-410
Józefów";4
Medycyna rodzinna;"ALFAMEDIC SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";"Poradnia Lekarza POZ dla
Dorosłych";ul. Grzebskiego 12/- 06-500 Mława;2
Medycyna rodzinna;"Niepubliczny Zakład Opieki Zdrowotnej CENTRUM Janusz
Leśnik";"Poradnia (gabinet) lekarza
podstawowej opieki zdrowotnej";ul. 11 Listopada 87 05-070 Sulejówek;5
Medycyna rodzinna;"Niepubliczny Zakład Opieki Zdrowotnej ""Rodzina"" s.c.
Czesława Deptuła-Karpińska i S-ka";Poradnia lekarza POZ;"ul. Gen. Augusta Emila Fieldorfa
""Nila"" 10 07-410 Ostrołęka";3
Medycyna rodzinna;"""EL-TA"" GRZEGORZ POLCYN, HALINA POLCYN S.C.";"Przychodnia Lekarska EL-TA/
Poradnia (gabinet) lekarza
rodzinnego";"ul. Henryka Sienkiewicza 21 06-320
Baranowo";1
Medycyna rodzinna;"""Centrum Medyczne Puławska"" Spółka z ograniczoną
odpowiedzialnością";"Centrum Medyczne Puławska Sp.
z o.o. Niepubliczny Zakład Opieki
Zdrowotnej Oddział w Warszawie-Wola, Poradnia (gabinet) lekarza
rodzinnego";"ul. Jana Kazimierza 64/U3 01-248
Warszawa";1
Medycyna rodzinna;"DOMOWA OPIEKA MEDYCZNA ""DO-MED"" SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Przychodnia Rodzinna ""Do-Med""
w Falenicy, Poradnia lekarza POZ";ul. Bysławska 84 04-993 Warszawa;1
Medycyna rodzinna;"Samodzielny Publiczny Zakład Opieki Zdrowotnej-Zespół
Zakładów";"Gabinet Lekarza Podstawowej
Opieki Zdrowotnej";"ul. Witosa 2 06-200 Maków
Mazowiecki";3
Medycyna rodzinna;"""CENTRA MEDYCZNE"" JULIA I ROBERT ROLA-JANICCY
SPÓŁKA PARTNERSKA";"Centrum Medyczne Witolin,
Poradnia lekarza Rodzinnego –
POZ";"ul. łukowska 1/U11 04-113
Warszawa";0
Medycyna rodzinna;Katarzyna Budziło;"N.Z.O.Z. Ośrodek Zdrowia w
Brwinowie, Poradnia lekarza
podstawowej opieki zdrowotnej";ul. Peronowa 4B 05-840 Brwinów;2
Medycyna rodzinna;"s.c. Przychodnia Lekarska ""EMED"" Ewa T. Jastrzębska,
Wacław T.Jastrzębski";Poradnia lekarza rodzinnego;ul. Mostowa 11 06-212 Krasnosielc;0
Medycyna rodzinna;"Samodzielny Publiczny Zakład Opieki Zdrowotnej
Przychodnia Miejska w Józefowie";"Poradnia ( gabinet ) lekarza POZ
(dla dorosłych i dzieci";"ul. Skłodowskiej 5/7 05-420
JÓZEFÓW";3
Medycyna rodzinna;LUX MED Spółka z ograniczoną odpowiedzialnością;"Poradnia lekarza POZ (Centrum
Medyczne Medycyna Rodzinna ul.
Myśliborska 95, 03-185
Warszawa)";ul. Myśliborska 95 03-185 Warszawa;1
Medycyna rodzinna;Lux Med Spółka z ograniczoną odpowiedzialnością;"Poradnia (gabinet) lekarza
podstawowej opieki zdrowotnej
(Centrum Medyczne LUX MED ul.
Nowa 4A, 05-500 Stara Iwiczna)";ul. Nowa 4a 05-500 Stara Iwiczna;6
Medycyna rodzinna;Lux Med Spółka z ograniczoną odpowiedzialnością;"Poradnia lekarza podstawowej
opieki zdrowotnej (Centrum
Medyczne LUXMED, ul.
Domaniewska 52, 02-676
Warszawa, jest filią Centrum
Medycznego Medycyna Rodzinna
ul. Żwirki i Wigury 39, 02-091
Warszawa";"ul. Domaniewska 52 02-672
Warszawa";3
Medycyna rodzinna;LUX MED Spółka z ograniczoną odpowiedzialnością;"Poradnia (gab) lekarza POZ
(Centrum Medyczne Medycyna
Rodzinna ul. Grójecka 186, 02-390
Warszawa)";ul. Grójecka 186 02-390 Warszawa;0
Medycyna rodzinna;"PRAKTYKA LEKARSKA IM PROF. TADEUSZA GAŁAMONA
W NIEPORĘCIE; LEK. MED. K.KIDAŁA, S.OLCZYK SPÓŁKA
CYWILNA";Poradnia lekarza POZ;ul. Dworcowa 8b 05-126 Nieporęt;1
Medycyna rodzinna;"BARBARA DOBROWOLSKA NIEPUBLICZNY ZAKŁAD OPIEKI
ZDROWOTNEJ PRZYCHODNIA LEKARSKA ""ESKULAP""";Poradnia lekarza POZ;ul. Rynkowa 4 08-110 Siedlce;2
Medycyna rodzinna;Lux Med spółka z ograniczoną odpowiedzialnością;"Poradnia (gabinet) lekarza
podstawowej opieki zdrowotnej
(Centrum Medyczne LUX MED al.
Stanów Zjednoczonych 72, 04-036
Warszawa, filia Centrum
Medyczne Medycyna Rodzinna ul.
Grójecka 186, 02-390 Warszawa)";ul. al. Stanów Zjednoczonych 72 04-036 Warszawa;2
Medycyna rodzinna;LUX MED Spółka z ograniczoną odpowiedzialnością;"Poradnia lekarza POZ (Centrum
Medyczne Medycyna Rodzinna ul.
Żwirki i Wigury 39, 02-091
Warszawa)";ul. Żwirki i Wigury Warszawa/39 02-091 Warszawa;3
Medycyna sądowa;Warszawski Uniwersytet Medyczny;Zakład Medycyny Sądowej;"ul. Wojciecha Oczki 1 02-007
Warszawa";4
Medycyna sportowa;"Samodzielny Publiczny Zakład Opieki Zdrowotnej
Centralny Ośrodek Medycyny Sportowej";"Centrum Medycyny Klinicznej i
Doświadczalnej Centralny
Ośrodek Medycyny Sportowej";"ul. Żwirki i Wigury 63A 02-091
Warszawa";2
Mikrobiologia lekarska;Warszawski Uniwersytet Medyczny;"Katedra i Zakład Mikrobiologii
Lekarskiej";"ul. Tytusa Chałubińskiego 5 02-004
Warszawa";6
Nefrologia;Szpital Matki Bożej Nieustającej Pomocy w Wołominie;"Oddział Chorób Wewnętrznych i
Nefrologii ze Stacją Dializ";ul. Gdyńska 1/3 05-200 Wołomin;2
Nefrologia;Specjalistyczny Szpital Wojewódzki w Ciechanowie;Oddział Nefrologiczny;ul. Powstańców Wielkopolskich 2 06-400 Ciechanów;1
Nefrologia;"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";"Klinika Nefrologii, Dializoterapii i
Chorób Wewnętrznych";"ul. Stefana Banacha 1A 02-097
Warszawa";9
Nefrologia;Szpital Kliniczny Dzieciątka Jezus;"Klinika Immunologii,
Transplantologii i Chorób
Wewnętrznych";ul. Williama Heerleina Lindleya 4 02-005 Warszawa;4
Nefrologia;"Samodzielny Publiczny Zakład Opieki Zdrowotnej - Zespół
Zakładów";"Oddział Internistyczno-Nefrologiczny z Pododdziałem
Diabetologii ze Stacją Dializ";"ul. Wincentego Witosa 2 06-200
Maków Mazowiecki";4
Nefrologia;Wojewódzki Szpital Zespolony;"Oddział Nefrologiczny, Ośrodek
Dializ, Zespół Domowej
Dializoterapii Otrzewnowej,
Poradnia Nefrologiczna";ul. Medyczna 19 09-400 Płock;2
Nefrologia;"SZPITAL PRASKI P.W. PRZEMIENIENIA PAŃSKIEGO
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Pododdział Nefrologii;"ul. Aleja Solidarności 67 03-401
Warszawa";4
Nefrologia;Międzyleski Szpital Specjalistyczny w Warszawie;Oddział Nefrologiczny;ul. Bursztynowa 2 04-749 Warszawa;2
Nefrologia;"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";"II Oddział Chorób Wewnętrznych z
Pododdziałem Nefrologicznym –
Klinika Nefrologii i Chorób
Wewnętrznych CMKP";ul. Cegłowska 80 01-809 Warszawa;0
Nefrologia;"Radomski Szpital Specjalistyczny im. Dr Tytusa
Chałubińskiego";Oddział Nefrologii, Stacja Dializ;"ul. Adolfa Tochtermana 1 26-610
Radom";1
Nefrologia;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";Oddział Nefrologii;"ul. Nowogrodzka 59 02-014
Warszawa";9
Nefrologia dziecięca;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Klinika Nefrologii, Transplantacji
Nerek i Nadcisnienia Tętniczego";"ul. Aleja Dzieci Polskich 20 04-730
Warszwa";4
Nefrologia dziecięca;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Nefrologii i
Pediatrii wraz z Pododdziałem
Niemowlęcym";"ul. Żwirki i Wigury 63A 02-091
Warszawa";1
Neonatologia;Specjalistyczny Szpital Wojewódzki w Ciechanowie;Oddział Neonatologiczny;ul. Powstańców Wielkopolskich 2 06-400 Ciechanów;1
Neonatologia;"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";"Oddział Neonatologiczny z
Pododdziałem Patologii i
Intensywnej Terapii Noworodka";"ul. ul. Cegłowska 80 01-809
Warszawa";2
Neonatologia;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Klinika Neonatologii, Patologii i
Intensywnej Terapii Noworodka i
Niemowlęcia";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";10
Neonatologia;"SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ
W SOKOŁOWIE PODLASKIM";"Oddział Neonatologiczny
(Patologii, Neonatologii i
Intensywnej Terapii Noworodka)";"ul. Księdza Bosco 5 08-300 Sokołów
Podlaski";2
Neonatologia;"Mazowiecki Szpital Bródnowski Spółka z ograniczoną
odpowiedzialnością";Zespół Oddziałów Neonatologii;"ul. Ludwika Kondratowicza 8 03-242
Warszawa";0
Neonatologia;"Uniwersyteckie Centrum Zdrowia Kobiety i Noworodka
Warszawskiego Uniwersytetu Medycznego Sp. z o.o.";"Oddział Neonatologii z
Pododdziałem Intensywnej Opieki
Medycznej Noworodków i
Pododdziałem Patologii
Noworodka";"ul. Plac Sokratesa Starynkiewicza 5
02-015 Warszawa";11
Neonatologia;Szpital Kliniczny im. ks. Anny Mazowieckiej;"Klinika Neonatologii i Intensywnej
Terapii Noworodka II Katedry
Położnictwa i Ginekologii WUM";ul. Karowa 2 00-315 Warszawa;2
Neonatologia;Instytut Matki i Dziecka;"Klinika Neonatologii i Intensywnej
Terapii Noworodka";"ul. Marcina Kasprzaka 17A 01-211
Warszawa";0
Neonatologia;"CENTRUM MEDYCZNE ""ŻELAZNA"" SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Oddział Neonatologii i
Intensywnej Terapii Noworodka";ul. Żelazna 90 01-004 Warszawa;1
Neonatologia;"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Wyszkowie";Oddział Neonatologiczny;ul. Komisji Edukacji Narodowej 1 07-200 Wyszków;1
Neonatologia;"Szpital Specjalistyczny im. Świętej Rodziny Samodzielny
Publiczny Zakład Opieki Zdrowotnej";Oddział Neonatologii;"ul. Antoniego Józefa Madalińskiego
25 02-544 Warszawa";2
Neonatologia;"Mazowiecki Szpital Specjalistyczny im. dr. Józefa
Psarskiego w Ostrołęce";"Oddział Neonatologiczny i
Poradnia Neonatologiczna";"ul. Aleja Jana Pawła II 120A 07-410
Ostrołęka";3
Neonatologia;"MAZOWIECKI SZPITAL SPECJALISTYCZNY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Oddział Neonatologii;"ul. Juliana Aleksandrowicza 5 26-617
Radom";2
Neonatologia;"Radomski Szpital Specjalistyczny im. Dr Tytusa
Chałubińskiego";"Oddział Neonatologii i Poradnia
Patologii Noworodka";"ul. Adolfa Tochtermana 1 26-610
Radom";2
Neonatologia;Wojewódzki Szpital Zespolony w Płocku;"Oddział Neonatologiczny w tym:
Pododdział noworodków
zdrowych w systemie ""roming"" i
Pododdział patologii noworodka,
Poradnia Neonatologiczna";ul. Medyczna 19 09-400 Płock;2
Neonatologia;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Neonatologii i
Chorób Rzadkich";"ul. Żwirki i Wigury 63a 02-091
Warszawa";5
Neurochirurgia;"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";"Centrum Kształcenia w
Neurochirurgii";"ul. Stefana Banacha 1A 02-097
Warszawa";1
Neurochirurgia;"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";"Oddział Neurochirurgiczny Klinika
Neurochirurgii II Wydziału
Lekarskiego WUM";ul. Cegłowska 80 01-809 Warszawa;1
Neurochirurgia;"Mazowiecki Szpital Bródnowski w Warszawie spółka z
ograniczoną odpowiedzialnością";"""Centrum""";"ul. Ludwika Kondratowicza 8 03-242
Warszawa";1
Neurochirurgia;"Samodzielny Publiczny Specjalistyczny Szpital Zachodni
im. św. Jana Pała II";Oddział Neurochirurgiczny;"ul. Daleka 11 05-825 Grodzisk
Mazowiecki";0
Neurochirurgia;"MAZOWIECKI SZPITAL SPECJALISTYCZNY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Szpitalny Oddział Kliniczny
Neurochirurgii";"ul. Juliana Aleksandrowicza 5 26-617
Radom";0
Neurochirurgia;Instytut Psychiatrii i Neurologii;Klinika Neurochirurgii;"ul. Jana III Sobieskiego 9 02-957
Warszawa";0
